_id,LOCATIONID,ASSET_ID,ASSET_NAME,TYPE,AMENITIES,ADDRESS,PHONE,URL,geometry,Latitude,Longitude,area,score
1,275,1103,WEST HILL PARK,Park,"Ball Diamond, Playground",170 Weir Cres,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=275,"{""coordinates"": [[-79.1956035888395, 43.7702518540667]], ""type"": ""MultiPoint""}",43.7702518540667,-79.1956035888395,other,0.7
2,458,1545,TOWN HALL SQUARE,Park,,20 Yorkville Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=458,"{""coordinates"": [[-79.3882843880466, 43.6720394338363]], ""type"": ""MultiPoint""}",43.6720394338363,-79.3882843880466,other,0.3675147306289855
3,2410,53,AVALON PARKETTE,Park,,1700 Kingston Rd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2410,"{""coordinates"": [[-79.2635348900535, 43.6924725401332]], ""type"": ""MultiPoint""}",43.6924725401332,-79.2635348900535,other,0.5
4,3545,59608,BEECROFT LINEAR PARK,Park,,510 Beecroft Rd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3545,"{""coordinates"": [[-79.4174664576782, 43.77459151159]], ""type"": ""MultiPoint""}",43.77459151159,-79.4174664576782,other,0.3512962031656528
5,2260,1265,DIXINGTON PARKETTE,Park,,40 Dixington Cres,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2260,"{""coordinates"": [[-79.5409521150362, 43.6969404040206]], ""type"": ""MultiPoint""}",43.6969404040206,-79.5409521150362,other,0.4583489208546726
6,3536,24922,TORONTO ISLANDS - SNAKE ISLAND,Park,"Firepit, Picnic Site",9 Queens Quay W,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3536,"{""coordinates"": [[-79.3641820380973, 43.6241391618803]], ""type"": ""MultiPoint""}",43.6241391618803,-79.3641820380973,other,0.7
7,2597,1216,ETHENNONNHAWAHSTIHNEN PARK,Park,"Firepit, Playground, Sports Field, Washroom",80 McMahon Dr,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2597,"{""coordinates"": [[-79.3735202085598, 43.7675350341834]], ""type"": ""MultiPoint""}",43.7675350341834,-79.3735202085598,other,0.8999999999999999
8,627,188,CHARTWELL PARK,Park,"Ball Diamond, Playground, Sports Field",99 Kenhatch Blvd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=627,"{""coordinates"": [[-79.2617725139867, 43.8054000488545]], ""type"": ""MultiPoint""}",43.8054000488545,-79.2617725139867,other,0.8
9,276,1045,TOPHAM PARK,Park,"Ball Diamond, Playground, Tennis Court, Washroom",181 Westview Blvd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=276,"{""coordinates"": [[-79.3065172658871, 43.7100225254369]], ""type"": ""MultiPoint""}",43.7100225254369,-79.3065172658871,other,0.8999999999999999
10,2078,2,ABBOTSFORD PARK,Park,Playground,2 A Abbotsford Rd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2078,"{""coordinates"": [[-79.4216115097544, 43.7706298923107]], ""type"": ""MultiPoint""}",43.7706298923107,-79.4216115097544,other,0.6000000000000001
11,608,1147,WOODBOROUGH PARK,Park,"Ball Diamond, Basketball Court, Playground",1486 Castlefield Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=608,"{""coordinates"": [[-79.4696432351612, 43.6968422103694]], ""type"": ""MultiPoint""}",43.6968422103694,-79.4696432351612,other,0.8
12,670,444,GREENVALE PARK,Park,"Ball Diamond, Playground",10 Greenvale Ter,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=670,"{""coordinates"": [[-79.2017192125831, 43.7567840888921]], ""type"": ""MultiPoint""}",43.7567840888921,-79.2017192125831,other,0.7
13,2552,853,RANCHDALE PARK,Park,Playground,44 Ranchdale Cres,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2552,"{""coordinates"": [[-79.3230115741574, 43.7511797658698]], ""type"": ""MultiPoint""}",43.7511797658698,-79.3230115741574,other,0.6000000000000001
14,2335,1316,GATEWAY GREENBELT,Park,,20 Gateway Blvd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2335,"{""coordinates"": [[-79.331765283238, 43.7096585332703]], ""type"": ""MultiPoint""}",43.7096585332703,-79.331765283238,other,0.5
15,2263,299,DUNCAN CREEK PARK,Park,Playground,110 Cliffwood Rd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2263,"{""coordinates"": [[-79.3636109459492, 43.8053611584828]], ""type"": ""MultiPoint""}",43.8053611584828,-79.3636109459492,other,0.6000000000000001
16,281,1459,PERCY PARK,Park,,12 Percy St,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=281,"{""coordinates"": [[-79.3576390382867, 43.6550949298212]], ""type"": ""MultiPoint""}",43.6550949298212,-79.3576390382867,other,0.5
17,2251,1547,TRUDELLE PARK,Park,Playground,36 Trudelle St,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2251,"{""coordinates"": [[-79.2442227017897, 43.7412581688848]], ""type"": ""MultiPoint""}",43.7412581688848,-79.2442227017897,other,0.6000000000000001
18,259,1081,WADSWORTH PARK,Park,"Basketball Court, Firepit, Playground, Sports Field",120 Connolly St,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=259,"{""coordinates"": [[-79.4579824179909, 43.6723317760734]], ""type"": ""MultiPoint""}",43.6723317760734,-79.4579824179909,other,0.8999999999999999
19,3697,58963,CLOVER HILL PARK,Park,,1020 Bay St,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3697,"{""coordinates"": [[-79.3882633160309, 43.6660715578155]], ""type"": ""MultiPoint""}",43.6660715578155,-79.3882633160309,bloor,0.8999999999999999
20,3823,80285,BROADWAY AVENUE PARKETTE,Park,Playground,176 Broadway Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3823,"{""coordinates"": [[-79.3906387359476, 43.7114556184741]], ""type"": ""MultiPoint""}",43.7114556184741,-79.3906387359476,other,0.6000000000000001
21,2539,1457,PAUL E. GARFINKEL PARK,Park,,1071 Queen St W,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2539,"{""coordinates"": [[-79.421420620886, 43.643394656922]], ""type"": ""MultiPoint""}",43.643394656922,-79.421420620886,other,0.5
22,1498,1435,NORMAN JEWISON PARK,Park,,13 Isabella St,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1498,"{""coordinates"": [[-79.3845895342306, 43.6672432750661]], ""type"": ""MultiPoint""}",43.6672432750661,-79.3845895342306,other,0.3979212067345236
23,182,1425,MOUNT PLEASANT PARKETTE,Park,,441 Mount Pleasant Rd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=182,"{""coordinates"": [[-79.3866239887926, 43.69977457121]], ""type"": ""MultiPoint""}",43.69977457121,-79.3866239887926,other,0.5
24,2233,231,CORTLEIGH PARKETTE,Park,Playground,375 Cortleigh Blvd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2233,"{""coordinates"": [[-79.4258114130893, 43.7095535009781]], ""type"": ""MultiPoint""}",43.7095535009781,-79.4258114130893,other,0.5129132285716222
25,1499,736,MOREAU TRAIL PARK,Park,Playground,35 Herron Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1499,"{""coordinates"": [[-79.2836259102601, 43.7074771710283]], ""type"": ""MultiPoint""}",43.7074771710283,-79.2836259102601,other,0.6000000000000001
26,1028,256,DANFORTH GARDENS PARK,Park,"Playground, Sports Field",498 Birchmount Rd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1028,"{""coordinates"": [[-79.2697912914491, 43.7087227896398]], ""type"": ""MultiPoint""}",43.7087227896398,-79.2697912914491,other,0.6853583317636456
27,2580,1494,SADLER PARKETTE,Park,,5 Sadler Dr,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2580,"{""coordinates"": [[-79.2679488782751, 43.7089259762824]], ""type"": ""MultiPoint""}",43.7089259762824,-79.2679488782751,other,0.48535833176364557
28,1979,871,RICARDO PARKETTE,Park,Playground,180 Maple Leaf Dr,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1979,"{""coordinates"": [[-79.4972258366315, 43.7115147954527]], ""type"": ""MultiPoint""}",43.7115147954527,-79.4972258366315,other,0.6000000000000001
29,2054,509,HUMBER BAY SHORES PARK,Park,,15 Marine Parade Dr,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2054,"{""coordinates"": [[-79.4750225996406, 43.6278222001981]], ""type"": ""MultiPoint""}",43.6278222001981,-79.4750225996406,other,0.5
30,1075,527,IRELAND PARK,Park,,5 Eireann Quay,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1075,"{""coordinates"": [[-79.395913468824, 43.6346455962574]], ""type"": ""MultiPoint""}",43.6346455962574,-79.395913468824,other,0.35358325663099843
31,163,165,BARBARA HALL PARK,Park,"Dog Off-Leash Area, Playground",519 Church St,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=163,"{""coordinates"": [[-79.3805150317189, 43.6666770185006]], ""type"": ""MultiPoint""}",43.6666770185006,-79.3805150317189,other,0.6925481385836485
32,1032,78,BELL MANOR PARK,Park,Playground,1 Bayside Lane,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1032,"{""coordinates"": [[-79.4923733779417, 43.6374793846013]], ""type"": ""MultiPoint""}",43.6374793846013,-79.4923733779417,other,0.6000000000000001
33,859,818,PINE POINT PARK,Park,"Pickleball Court, Playground, Sports Field, Tennis Court, Washroom",4 Conan Rd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=859,"{""coordinates"": [[-79.5441307197754, 43.716158575835]], ""type"": ""MultiPoint""}",43.716158575835,-79.5441307197754,other,0.8999999999999999
34,155,550,JIMMIE SIMPSON PARK,Park,"Ball Diamond, Basketball Court, Outdoor Dry Pad, Pickleball Court, Picnic Site, Playground, Sports Field, Tennis Court",870 Queen St E,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=155,"{""coordinates"": [[-79.3447424177788, 43.6611735030376]], ""type"": ""MultiPoint""}",43.6611735030376,-79.3447424177788,leslieville,0.7923539104345738
35,20,23,ALEXANDER STREET PARKETTE,Park,,16 Alexander St  ,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=20,"{""coordinates"": [[-79.3828043808028, 43.663404864057]], ""type"": ""MultiPoint""}",43.663404864057,-79.3828043808028,other,0.5
36,284,814,PERTH SQUARE PARK,Park,"Firepit, Playground, Washroom",350 Perth Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=284,"{""coordinates"": [[-79.452478787787, 43.6639690654371]], ""type"": ""MultiPoint""}",43.6639690654371,-79.452478787787,other,0.8
37,2397,269,DELO PARK,Park,,26 Joyce Pkwy,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2397,"{""coordinates"": [[-79.4639011184249, 43.7098606100516]], ""type"": ""MultiPoint""}",43.7098606100516,-79.4639011184249,other,0.5
38,115,787,ORCHARD PARK,Park,"Firepit, Outdoor Ping Pong/Table Tennis, Picnic Site, Playground",1987 Dundas St E,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=115,"{""coordinates"": [[-79.3141379322677, 43.6687247965392]], ""type"": ""MultiPoint""}",43.6687247965392,-79.3141379322677,other,0.8554250640141405
39,440,403,GEORGE HISLOP PARK,Park,,20 Isabella St,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=440,"{""coordinates"": [[-79.384937527232, 43.6682760157536]], ""type"": ""MultiPoint""}",43.6682760157536,-79.384937527232,other,0.40897946855433326
40,2258,267,DELL PARK,Park,Playground,50 Dell Park Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2258,"{""coordinates"": [[-79.4339120364854, 43.7170967490405]], ""type"": ""MultiPoint""}",43.7170967490405,-79.4339120364854,other,0.6000000000000001
41,441,1088,WARDEN WOODS PARK,Park,Dog Off-Leash Area,125 Pharmacy Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=441,"{""coordinates"": [[-79.2823046643721, 43.7041333906773]], ""type"": ""MultiPoint""}",43.7041333906773,-79.2823046643721,other,0.6000000000000001
42,1104,983,ST. CLEMENTS - YONGE PARKETTE,Park,,14 St Clements Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1104,"{""coordinates"": [[-79.4001776896878, 43.7131420472105]], ""type"": ""MultiPoint""}",43.7131420472105,-79.4001776896878,other,0.43417241895097536
43,2480,1368,KELSONIA PARKETTE,Park,,167 Midland Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2480,"{""coordinates"": [[-79.2474941851779, 43.7104634587718]], ""type"": ""MultiPoint""}",43.7104634587718,-79.2474941851779,other,0.5
44,207,184,CHARLOTTE MAHER PARK,Park,Playground,550 Roehampton Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=207,"{""coordinates"": [[-79.3808720619086, 43.711953519212]], ""type"": ""MultiPoint""}",43.711953519212,-79.3808720619086,other,0.6000000000000001
45,2340,1327,GLEN PARK PARKETTE,Park,,596 Glen Park Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2340,"{""coordinates"": [[-79.4647404151999, 43.7056225247771]], ""type"": ""MultiPoint""}",43.7056225247771,-79.4647404151999,other,0.5
46,1095,841,PRINCESS STREET PARK,Park,,18 A Princess St,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1095,"{""coordinates"": [[-79.3660133150147, 43.648202063451]], ""type"": ""MultiPoint""}",43.648202063451,-79.3660133150147,waterfront,0.8441665638419049
47,471,681,MARILYN BELL PARK,Park,Disc Golf,1095 Lake Shore Blvd W,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=471,"{""coordinates"": [[-79.4301797006989, 43.6307757059226]], ""type"": ""MultiPoint""}",43.6307757059226,-79.4301797006989,other,0.6000000000000001
48,798,172,CENTENNIAL PARK - ETOBICOKE,Park,"Ball Diamond, Cricket Pitch Field, Disc Golf, Outdoor Fitness Equipment, Outdoor Track, Picnic Site, Playground, Sports Field, Washroom",256 Centennial Park Rd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=798,"{""coordinates"": [[-79.5929285613507, 43.6516875893792]], ""type"": ""MultiPoint""}",43.6516875893792,-79.5929285613507,other,0.8999999999999999
49,224,770,NORTHUMBERLAND PLAYGROUND,Park,Playground,770 Ossington Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=224,"{""coordinates"": [[-79.4263575538702, 43.6627853179065]], ""type"": ""MultiPoint""}",43.6627853179065,-79.4263575538702,other,0.6000000000000001
50,2642,272,DENNIS FLYNN PARK,Park,"Basketball Court, Playground",370 The West Mall,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2642,"{""coordinates"": [[-79.5660873316129, 43.6407105472389]], ""type"": ""MultiPoint""}",43.6407105472389,-79.5660873316129,other,0.7
51,2726,26,LAMPORT STADIUM PARK,Park,"Outdoor Ping Pong/Table Tennis, Playground",1155 King St W,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2726,"{""coordinates"": [[-79.4231847608823, 43.6387692569017]], ""type"": ""MultiPoint""}",43.6387692569017,-79.4231847608823,other,0.7
52,187,742,MOUNT ROYAL PARKETTE,Park,Playground,49 Mount Royal Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=187,"{""coordinates"": [[-79.432507600036, 43.6765809260083]], ""type"": ""MultiPoint""}",43.6765809260083,-79.432507600036,other,0.6000000000000001
53,2612,1501,SCARLETT - ST. CLAIR PARKETTE,Park,,2750 St Clair Ave W,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2612,"{""coordinates"": [[-79.4990048382322, 43.6663820078308]], ""type"": ""MultiPoint""}",43.6663820078308,-79.4990048382322,other,0.5
54,1012,511,HUMBER VALLEY PARK,Park,"Outdoor Fitness Equipment, Pickleball Court, Playground, Tennis Court, Washroom",54 Anglesey Blvd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1012,"{""coordinates"": [[-79.5250194488226, 43.6648922532799]], ""type"": ""MultiPoint""}",43.6648922532799,-79.5250194488226,other,0.8999999999999999
55,332,916,SALLY BIRD PARK,Park,Outdoor Fitness Equipment,194 Brunswick Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=332,"{""coordinates"": [[-79.4066365225086, 43.6628731854244]], ""type"": ""MultiPoint""}",43.6628731854244,-79.4066365225086,other,0.6000000000000001
56,2275,298,DUNCAIRN PARK,Park,Playground,71 Duncairn Rd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2275,"{""coordinates"": [[-79.3501259805113, 43.7408670918647]], ""type"": ""MultiPoint""}",43.7408670918647,-79.3501259805113,other,0.6000000000000001
57,2123,68,BAYHAMPTON PARKETTE,Park,Playground,7 Bayhampton Crt,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2123,"{""coordinates"": [[-79.4576102351454, 43.7683793028644]], ""type"": ""MultiPoint""}",43.7683793028644,-79.4576102351454,other,0.6000000000000001
58,3636,58305,DON MILLS LOCAL PARK,Park,Playground,69 The Donway W,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3636,"{""coordinates"": [[-79.3452355680189, 43.7322832908552]], ""type"": ""MultiPoint""}",43.7322832908552,-79.3452355680189,other,0.563951529778735
59,2321,162,CATARAQUI PARK,Park,Playground,15 Firvalley Crt,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2321,"{""coordinates"": [[-79.2797773723676, 43.7011938456455]], ""type"": ""MultiPoint""}",43.7011938456455,-79.2797773723676,other,0.6000000000000001
60,3844,28873,WARDEN HILLTOP COMMUNITY CENTRE PARK,Park,Playground,25 Mendelssohn St,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3844,"{""coordinates"": [[-79.2802703527895, 43.7149711074621]], ""type"": ""MultiPoint""}",43.7149711074621,-79.2802703527895,other,0.4241453345275664
61,2225,1244,CONLANDS PARKETTE,Park,,7 Conland Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2225,"{""coordinates"": [[-79.4525251187325, 43.7174776210594]], ""type"": ""MultiPoint""}",43.7174776210594,-79.4525251187325,other,0.4742227651396158
62,2310,359,FALSTAFF PARK,Park,"Basketball Court, Playground",50 Falstaff Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2310,"{""coordinates"": [[-79.5034249357297, 43.7167379572591]], ""type"": ""MultiPoint""}",43.7167379572591,-79.5034249357297,other,0.5390056793768221
63,2672,1092,WAYNE PARKETTE,Park,Playground,50 Wayne Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2672,"{""coordinates"": [[-79.296240303185, 43.7390481814211]], ""type"": ""MultiPoint""}",43.7390481814211,-79.296240303185,other,0.6000000000000001
64,161,164,CAWTHRA PLAYGROUND,Park,"Outdoor Ping Pong/Table Tennis, Playground",355 Albany Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=161,"{""coordinates"": [[-79.4139542522033, 43.6759858194885]], ""type"": ""MultiPoint""}",43.6759858194885,-79.4139542522033,annex,1.0
65,925,1954,SEVERN CREEK PARK,Park,,8 R Cluny Dr,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=925,"{""coordinates"": [[-79.3864744427698, 43.6755819577691]], ""type"": ""MultiPoint""}",43.6755819577691,-79.3864744427698,other,0.5
66,174,738,MORSE STREET PLAYGROUND,Park,"Outdoor Ping Pong/Table Tennis, Playground, Washroom",76 Morse St,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=174,"{""coordinates"": [[-79.3400197721726, 43.6568417095401]], ""type"": ""MultiPoint""}",43.6568417095401,-79.3400197721726,other,0.8
67,2750,1976,STANLEY PARK SOUTH - TORONTO,Park,"Ball Diamond, Dog Off-Leash Area, Outdoor Ping Pong/Table Tennis, Pickleball Court, Tennis Court, Washroom",700 Wellington St W,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2750,"{""coordinates"": [[-79.4089348232241, 43.6419107696079]], ""type"": ""MultiPoint""}",43.6419107696079,-79.4089348232241,other,0.8180704070644473
68,118,1390,LARRATT PARKETTE,Park,,221 A Forest Hill Rd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=118,"{""coordinates"": [[-79.4102751630698, 43.69991215856]], ""type"": ""MultiPoint""}",43.69991215856,-79.4102751630698,other,0.5
69,9,329,EGLINTON FLATS,Park,"Pickleball Court, Playground, Sports Field, Tennis Court, Washroom",101 Emmett Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=9,"{""coordinates"": [[-79.4993864277001, 43.6849623759822]], ""type"": ""MultiPoint""}",43.6849623759822,-79.4993864277001,other,0.8999999999999999
70,373,424,GLENN GOULD PARK,Park,Playground,480 Avenue Rd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=373,"{""coordinates"": [[-79.4021474550583, 43.6868023529286]], ""type"": ""MultiPoint""}",43.6868023529286,-79.4021474550583,other,0.5106418905104462
71,874,1114,WESTWAY PARK,Park,"Ball Diamond, Playground, Tennis Court, Washroom",175 The Westway,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=874,"{""coordinates"": [[-79.5415217546097, 43.6877692742751]], ""type"": ""MultiPoint""}",43.6877692742751,-79.5415217546097,other,0.8999999999999999
72,2303,676,MARBLE HILL PARKETTE,Park,Playground,22 A Ennerdale Rd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2303,"{""coordinates"": [[-79.4506489377488, 43.6874906323607]], ""type"": ""MultiPoint""}",43.6874906323607,-79.4506489377488,other,0.6000000000000001
73,230,1492,ROXTON ROAD PARKETTE,Park,,45 Roxton Rd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=230,"{""coordinates"": [[-79.4195752962198, 43.6506896739579]], ""type"": ""MultiPoint""}",43.6506896739579,-79.4195752962198,other,0.5
74,2349,433,GRACEFIELD PARK,Park,Playground,175 Gracefield Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2349,"{""coordinates"": [[-79.4909988326329, 43.7085055311643]], ""type"": ""MultiPoint""}",43.7085055311643,-79.4909988326329,other,0.6000000000000001
75,2169,1207,BRIAR HILL - CHAPLIN PARK,Park,,648 A Briar Hill Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2169,"{""coordinates"": [[-79.42598446103, 43.7084377079288]], ""type"": ""MultiPoint""}",43.7084377079288,-79.42598446103,other,0.4129132285716222
76,3693,69582,STANLEY GREENE PARK,Park,"Basketball Court, Firepit, Outdoor Fitness Equipment, Pickleball Court, Playground, Skateboarding, Tennis Court, Washroom",55 Stanley Greene Blvd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3693,"{""coordinates"": [[-79.4773371188425, 43.7344958701301]], ""type"": ""MultiPoint""}",43.7344958701301,-79.4773371188425,other,0.8999999999999999
77,986,1078,VIMY RIDGE PARKETTE,Park,,2546 Lake Shore Blvd W,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=986,"{""coordinates"": [[-79.4904128444426, 43.6104531093865]], ""type"": ""MultiPoint""}",43.6104531093865,-79.4904128444426,other,0.5
78,854,722,MIMICO MEMORIAL PARK,Park,"Ball Diamond, Playground, Tennis Court, Washroom",75 Hillside Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=854,"{""coordinates"": [[-79.4936683212394, 43.6098135147564]], ""type"": ""MultiPoint""}",43.6098135147564,-79.4936683212394,other,0.8999999999999999
79,836,1084,WALTER SAUNDERS MEMORIAL PARK,Park,"Basketball Court, Outdoor Fitness Equipment, Playground",440 Hopewell Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=836,"{""coordinates"": [[-79.44777760595, 43.6997395310475]], ""type"": ""MultiPoint""}",43.6997395310475,-79.44777760595,other,0.8
80,2277,303,DUNDAS - WATKINSON PARKETTE,Park,Playground,2742 Dundas St W,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2277,"{""coordinates"": [[-79.4606117073815, 43.6652924194185]], ""type"": ""MultiPoint""}",43.6652924194185,-79.4606117073815,other,0.6000000000000001
81,2158,301,DUNDAS PARKETTE,Park,,155 Boulton Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2158,"{""coordinates"": [[-79.3480083465553, 43.6634121149239]], ""type"": ""MultiPoint""}",43.6634121149239,-79.3480083465553,leslieville,0.39035737209990723
