_id,LOCATIONID,ASSET_ID,ASSET_NAME,TYPE,AMENITIES,ADDRESS,PHONE,URL,geometry,Latitude,Longitude,area,score
343,574,1119,WICKSON TRAIL PARK,Park,"Ball Diamond, Playground, Sports Field",30 Silverbell Grv,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=574,"{""coordinates"": [[-79.215051603537, 43.8046818924434]], ""type"": ""MultiPoint""}",43.8046818924434,-79.215051603537,other,0.8
344,2243,1477,REDBANK GREENBELT,Park,,99 Culford Rd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2243,"{""coordinates"": [[-79.4834180956778, 43.7027816818672]], ""type"": ""MultiPoint""}",43.7027816818672,-79.4834180956778,other,0.5
345,973,1314,GARLAND PARK,Park,,65 John Garland Blvd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=973,"{""coordinates"": [[-79.5830341550627, 43.7321900785619]], ""type"": ""MultiPoint""}",43.7321900785619,-79.5830341550627,other,0.5
346,34,667,MALTA PARK,Park,"Outdoor Ping Pong/Table Tennis, Playground",3179 Dundas St W,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=34,"{""coordinates"": [[-79.4755856033498, 43.665309686135]], ""type"": ""MultiPoint""}",43.665309686135,-79.4755856033498,other,0.7
347,494,213,CLYDESDALE PARK,Park,"Ball Diamond, Outdoor Fitness Equipment, Playground, Tennis Court, Washroom",116 Clydesdale Dr,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=494,"{""coordinates"": [[-79.3294248276078, 43.7832230867214]], ""type"": ""MultiPoint""}",43.7832230867214,-79.3294248276078,other,0.8999999999999999
348,1956,516,HUMEWOOD PARK,Park,Playground,37 Humewood Dr,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1956,"{""coordinates"": [[-79.4261437677493, 43.6836982099568]], ""type"": ""MultiPoint""}",43.6836982099568,-79.4261437677493,other,0.6000000000000001
349,2516,1171,ARTHUR DYSON PARKETTE,Park,,1404 Pape Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2516,"{""coordinates"": [[-79.3502372982128, 43.6963749132689]], ""type"": ""MultiPoint""}",43.6963749132689,-79.3502372982128,other,0.38957213733564633
350,2456,414,GLEN AGAR PARK,Park,Playground,331 Martin Grove Rd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2456,"{""coordinates"": [[-79.5563835463937, 43.6621286381339]], ""type"": ""MultiPoint""}",43.6621286381339,-79.5563835463937,other,0.6000000000000001
351,296,181,CHARLES G. WILLIAMS PARK,Park,"Basketball Court, Playground",75 Wabash Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=296,"{""coordinates"": [[-79.443215187631, 43.6472989154183]], ""type"": ""MultiPoint""}",43.6472989154183,-79.443215187631,other,0.6357873866407686
352,2406,1174,AVRO PARK,Park,,55 Keswick Rd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2406,"{""coordinates"": [[-79.462030974216, 43.7365499679745]], ""type"": ""MultiPoint""}",43.7365499679745,-79.462030974216,other,0.5
353,1496,777,OAKRIDGE PARK,Park,"Outdoor Ping Pong/Table Tennis, Playground, Sports Field",3459 Danforth Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1496,"{""coordinates"": [[-79.2787846217701, 43.6924072058538]], ""type"": ""MultiPoint""}",43.6924072058538,-79.2787846217701,other,0.8
354,2504,465,HARVEST MOON PARK,Park,Playground,70 Finch Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2504,"{""coordinates"": [[-79.2092471498902, 43.820982423122]], ""type"": ""MultiPoint""}",43.820982423122,-79.2092471498902,other,0.6000000000000001
355,146,729,MONCUR PLAYGROUND,Park,"Ball Diamond, Outdoor Dry Pad, Playground",10 Gainsborough Rd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=146,"{""coordinates"": [[-79.3176072897374, 43.6711095978645]], ""type"": ""MultiPoint""}",43.6711095978645,-79.3176072897374,other,0.8
356,2620,1522,STAINES PARKETTE,Park,,230 Staines Rd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2620,"{""coordinates"": [[-79.222287349452, 43.8262709015871]], ""type"": ""MultiPoint""}",43.8262709015871,-79.222287349452,other,0.5
357,341,633,LINUS PARK,Park,"Playground, Sports Field",125 Seneca Hill Dr,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=341,"{""coordinates"": [[-79.3580375183937, 43.7886768109863]], ""type"": ""MultiPoint""}",43.7886768109863,-79.3580375183937,other,0.7
358,2560,1478,REID MANOR PARK,Park,,65 Reid Manor,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2560,"{""coordinates"": [[-79.5051383761027, 43.6372178083439]], ""type"": ""MultiPoint""}",43.6372178083439,-79.5051383761027,other,0.5
359,1999,1030,THE ELMS PARK,Park,Playground,25 Auburndale Crt,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1999,"{""coordinates"": [[-79.5541450958593, 43.7196259015857]], ""type"": ""MultiPoint""}",43.7196259015857,-79.5541450958593,other,0.6000000000000001
360,149,947,SHERWOOD PARK,Park,"Ball Diamond, Dog Off-Leash Area, Picnic Site, Playground, Washroom",190 Sherwood Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=149,"{""coordinates"": [[-79.3866747010043, 43.7167635895482]], ""type"": ""MultiPoint""}",43.7167635895482,-79.3866747010043,other,0.8999999999999999
361,1480,107,BIRUNTHAN PARK,Park,"Basketball Court, Playground, Sports Field",31 Dragonfly Cres,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1480,"{""coordinates"": [[-79.2255792804417, 43.8227342725767]], ""type"": ""MultiPoint""}",43.8227342725767,-79.2255792804417,other,0.8
362,136,1397,LOVE CRESCENT PARKETTE,Park,,16 Love Cres,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=136,"{""coordinates"": [[-79.303570217874, 43.6790510305433]], ""type"": ""MultiPoint""}",43.6790510305433,-79.303570217874,other,0.5
363,290,89,BERESFORD PARK,Park,"Dog Off-Leash Area, Playground",400 Beresford Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=290,"{""coordinates"": [[-79.4798858406459, 43.6561768319975]], ""type"": ""MultiPoint""}",43.6561768319975,-79.4798858406459,other,0.7
364,61,1329,GLENLAKE SQUARE,Park,,516 Glenlake Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=61,"{""coordinates"": [[-79.4741017805923, 43.656130553158]], ""type"": ""MultiPoint""}",43.656130553158,-79.4741017805923,other,0.5
365,2320,935,SENECA VILLAGE PARK,Park,,1700 Finch Ave E,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2320,"{""coordinates"": [[-79.351515193292, 43.7939247735758]], ""type"": ""MultiPoint""}",43.7939247735758,-79.351515193292,other,0.33043182415737066
366,1002,453,HABITANT PARK,Park,,3383 Weston Rd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1002,"{""coordinates"": [[-79.5389899896772, 43.7469930159435]], ""type"": ""MultiPoint""}",43.7469930159435,-79.5389899896772,other,0.42612454656747734
367,1852,752,NESBITT PARK,Park,"Outdoor Ping Pong/Table Tennis, Playground",69 Nesbitt Dr,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1852,"{""coordinates"": [[-79.3668540653302, 43.6931191238218]], ""type"": ""MultiPoint""}",43.6931191238218,-79.3668540653302,other,0.7
368,2046,17,ALDERWOOD MEMORIAL PARK,Park,Playground,215 Sheldon Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2046,"{""coordinates"": [[-79.544369853664, 43.6054642578905]], ""type"": ""MultiPoint""}",43.6054642578905,-79.544369853664,other,0.6000000000000001
369,439,919,SANDY BRUCE PARK,Park,"Dog Off-Leash Area, Playground",426 Moore Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=439,"{""coordinates"": [[-79.3707314212306, 43.6976689553449]], ""type"": ""MultiPoint""}",43.6976689553449,-79.3707314212306,other,0.7
370,223,215,COLLEGE PARK,Park,"Playground, Washroom",420 Yonge St,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=223,"{""coordinates"": [[-79.3838045517429, 43.6596505698671]], ""type"": ""MultiPoint""}",43.6596505698671,-79.3838045517429,other,0.7
371,2131,76,BEDFORD PARKETTE,Park,Playground,443 Bedford Park Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2131,"{""coordinates"": [[-79.420607556516, 43.7234114988286]], ""type"": ""MultiPoint""}",43.7234114988286,-79.420607556516,other,0.6000000000000001
372,1107,1157,YORK STADIUM,Park,Sports Field,2 Avon Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1107,"{""coordinates"": [[-79.4795671754612, 43.6806864414168]], ""type"": ""MultiPoint""}",43.6806864414168,-79.4795671754612,other,0.6000000000000001
373,93,521,HURON STREET PLAYGROUND,Park,"Dog Off-Leash Area, Playground",495 Huron St,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=93,"{""coordinates"": [[-79.4018533126061, 43.6693203101149]], ""type"": ""MultiPoint""}",43.6693203101149,-79.4018533126061,annex,1.0
374,31,24,ALEXANDRA PARK,Park,"Basketball Court, Outdoor Dry Pad, Pickleball Court, Picnic Site, Playground, Skateboarding, Washroom",275 Bathurst St,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=31,"{""coordinates"": [[-79.4042555012948, 43.6506653755471]], ""type"": ""MultiPoint""}",43.6506653755471,-79.4042555012948,queenwest,1.0
375,114,604,LANGFORD PARKETTE,Park,"Outdoor Fitness Equipment, Playground",26 Langford Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=114,"{""coordinates"": [[-79.3415034303161, 43.6804639612844]], ""type"": ""MultiPoint""}",43.6804639612844,-79.3415034303161,other,0.6507131528113281
376,2571,1842,LAWREN HARRIS PARK,Park,,145 Rosedale Valley Rd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2571,"{""coordinates"": [[-79.3850841725678, 43.6733194814186]], ""type"": ""MultiPoint""}",43.6733194814186,-79.3850841725678,other,0.43070282738311644
377,1008,1130,WILLOWRIDGE PARK,Park,Playground,10 Earldown Dr,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1008,"{""coordinates"": [[-79.572426588132, 43.6754166458783]], ""type"": ""MultiPoint""}",43.6754166458783,-79.572426588132,other,0.6000000000000001
378,1100,923,SCARBOROUGH HEIGHTS PARK,Park,Dog Off-Leash Area,27 Fishleigh Dr,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1100,"{""coordinates"": [[-79.250308245039, 43.6987536575174]], ""type"": ""MultiPoint""}",43.6987536575174,-79.250308245039,other,0.6000000000000001
379,2618,1574,WESTON - ST. PHILLIPS PARKETTE,Park,,115 St Phillips Rd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2618,"{""coordinates"": [[-79.5320133184084, 43.7057530893866]], ""type"": ""MultiPoint""}",43.7057530893866,-79.5320133184084,other,0.37613733933517657
380,126,677,MARGARET FAIRLEY PARK,Park,Playground,100 Brunswick Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=126,"{""coordinates"": [[-79.4056276897653, 43.6602709688895]], ""type"": ""MultiPoint""}",43.6602709688895,-79.4056276897653,other,0.6000000000000001
381,2631,1527,SUNNYBROOK PARKETTE,Park,,25 Sunnybrook Rd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2631,"{""coordinates"": [[-79.4824498322626, 43.6451857016968]], ""type"": ""MultiPoint""}",43.6451857016968,-79.4824498322626,other,0.5
382,1004,651,LOUISE RUSSO PARK,Park,Playground,42 Flindon Rd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1004,"{""coordinates"": [[-79.5401000358029, 43.7222332689538]], ""type"": ""MultiPoint""}",43.7222332689538,-79.5401000358029,other,0.6000000000000001
383,71,956,SIR CASIMIR GZOWSKI PARK,Park,"Beach, Dog Off-Leash Area, Outdoor Fitness Equipment, Picnic Site, Playground, Washroom",2001 Lake Shore Blvd W,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=71,"{""coordinates"": [[-79.4661224501203, 43.6349793187188]], ""type"": ""MultiPoint""}",43.6349793187188,-79.4661224501203,other,0.8999999999999999
384,2120,1181,BATHURST QUAY,Park,,1 B Eireann Quay,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2120,"{""coordinates"": [[-79.398240069313, 43.6336078508033]], ""type"": ""MultiPoint""}",43.6336078508033,-79.398240069313,other,0.3893013263334357
385,2108,1626,ERICA STARK PARKETTE,Park,Playground,208 Bain Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2108,"{""coordinates"": [[-79.3456813079528, 43.6725071204548]], ""type"": ""MultiPoint""}",43.6725071204548,-79.3456813079528,other,0.6000000000000001
386,1950,435,GRAHAM PARK,Park,Playground,11 Atlas Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1950,"{""coordinates"": [[-79.4302789874054, 43.6815152348651]], ""type"": ""MultiPoint""}",43.6815152348651,-79.4302789874054,other,0.6000000000000001
387,2362,1483,ROBERT LEEK MEMORIAL PARK,Park,Playground,3 Hanover Rd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2362,"{""coordinates"": [[-79.4670012625496, 43.737893026378]], ""type"": ""MultiPoint""}",43.737893026378,-79.4670012625496,other,0.6000000000000001
388,571,1117,WEXFORD PARK,Park,"Ball Diamond, Picnic Site, Playground, Washroom",55 Elm Bank Rd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=571,"{""coordinates"": [[-79.2967505475808, 43.7341057715388]], ""type"": ""MultiPoint""}",43.7341057715388,-79.2967505475808,other,0.8999999999999999
389,2718,1182,BATHURST - WILSON PARKETTE,Park,,3749 Bathurst St,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2718,"{""coordinates"": [[-79.4332215323722, 43.7370362991699]], ""type"": ""MultiPoint""}",43.7370362991699,-79.4332215323722,other,0.5
390,2114,716,MIKE BELA PARK,Park,,1 Banbury Rd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2114,"{""coordinates"": [[-79.3568877838193, 43.7353003206379]], ""type"": ""MultiPoint""}",43.7353003206379,-79.3568877838193,other,0.5
391,2396,1367,JOHN STREET PARKETTE,Park,,148 John St,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2396,"{""coordinates"": [[-79.5122056979921, 43.7052268086125]], ""type"": ""MultiPoint""}",43.7052268086125,-79.5122056979921,other,0.5
392,236,775,OAKCREST PARKETTE,Park,"Dog Off-Leash Area, Outdoor Ping Pong/Table Tennis, Playground",30 Oakcrest Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=236,"{""coordinates"": [[-79.3114632588619, 43.6835309064862]], ""type"": ""MultiPoint""}",43.6835309064862,-79.3114632588619,other,0.8
393,200,958,SIR WINSTON CHURCHILL PARK,Park,"Dog Off-Leash Area, Playground, Sports Field, Tennis Court, Washroom",301 St Clair Ave W,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=200,"{""coordinates"": [[-79.4088607437294, 43.6828812987665]], ""type"": ""MultiPoint""}",43.6828812987665,-79.4088607437294,other,0.8999999999999999
394,713,1108,WESTLAKE PARK,Park,"Ball Diamond, Playground",86 Jasper Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=713,"{""coordinates"": [[-79.4870388030122, 43.6815417213501]], ""type"": ""MultiPoint""}",43.6815417213501,-79.4870388030122,other,0.7
395,746,924,SCARBOROUGH VILLAGE PARK,Park,"Ball Diamond, Playground, Washroom",23 Gatesview Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=746,"{""coordinates"": [[-79.2129735464339, 43.7466004543831]], ""type"": ""MultiPoint""}",43.7466004543831,-79.2129735464339,other,0.8
396,701,663,MAIDAVALE PARK,Park,"Ball Diamond, Playground",1031 Birchmount Rd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=701,"{""coordinates"": [[-79.2778211629024, 43.7330608402981]], ""type"": ""MultiPoint""}",43.7330608402981,-79.2778211629024,other,0.7
397,2696,1150,WOOLENSCOTE PARKETTE,Park,,13 Woolenscote Crcl,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2696,"{""coordinates"": [[-79.6006759087579, 43.7326346580327]], ""type"": ""MultiPoint""}",43.7326346580327,-79.6006759087579,other,0.5
398,265,1086,WANLESS PARK,Park,"Ball Diamond, Basketball Court, Pickleball Court, Picnic Site, Playground, Sports Field, Tennis Court, Washroom",250 Wanless Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=265,"{""coordinates"": [[-79.3920573344833, 43.7289322010806]], ""type"": ""MultiPoint""}",43.7289322010806,-79.3920573344833,lawrence,0.8999999999999999
399,1061,309,E.T. SETON PARK,Park,"Basketball Court, Disc Golf, Picnic Site, Washroom",73 Thorncliffe Park Dr,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1061,"{""coordinates"": [[-79.3390544184959, 43.7094332498786]], ""type"": ""MultiPoint""}",43.7094332498786,-79.3390544184959,other,0.8999999999999999
400,740,875,RIPPLETON PARK,Park,,45 Banbury Rd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=740,"{""coordinates"": [[-79.3607554288331, 43.7393569711091]], ""type"": ""MultiPoint""}",43.7393569711091,-79.3607554288331,other,0.5
401,3814,94308,BADGEROW PARKETTE,Park,,369 A Carlaw Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3814,"{""coordinates"": [[-79.3418464530434, 43.6663819381969]], ""type"": ""MultiPoint""}",43.6663819381969,-79.3418464530434,leslieville,0.4557657639350409
402,2227,1246,CONNAUGHT CIRCLE PARKETTE,Park,, CONNAUGHT CIR,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2227,"{""coordinates"": [[-79.4249948610775, 43.68916652813]], ""type"": ""MultiPoint""}",43.68916652813,-79.4249948610775,other,0.5
403,1010,323,EDEN VALLEY PARK,Park,Playground,6 Eden Valley Dr,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1010,"{""coordinates"": [[-79.5343267171951, 43.6788228117996]], ""type"": ""MultiPoint""}",43.6788228117996,-79.5343267171951,other,0.6000000000000001
404,2085,1195,BLACK CREEK SITE EAST,Park,,345 Alliance Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2085,"{""coordinates"": [[-79.4850662482834, 43.6766898614283]], ""type"": ""MultiPoint""}",43.6766898614283,-79.4850662482834,other,0.5
405,2167,1206,BRENDWIN CIRCLE PARKETTE,Park,,70 Brendwin Rd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2167,"{""coordinates"": [[-79.5015474880352, 43.6789334507962]], ""type"": ""MultiPoint""}",43.6789334507962,-79.5015474880352,other,0.47314960484207197
406,611,246,CRUICKSHANK PARK,Park,"Outdoor Fitness Equipment, Picnic Site, Playground",2196 Weston Rd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=611,"{""coordinates"": [[-79.5262594471622, 43.7021892224079]], ""type"": ""MultiPoint""}",43.7021892224079,-79.5262594471622,other,0.8
407,1102,978,ST. ALBAN'S SQUARE,Park,,90 Howland Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1102,"{""coordinates"": [[-79.4105230715069, 43.6686030879348]], ""type"": ""MultiPoint""}",43.6686030879348,-79.4105230715069,annex,0.8999999999999999
408,2420,673,MAPLE LEAF FOREVER PARK,Park,Playground,62 Laing St,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2420,"{""coordinates"": [[-79.3278651066763, 43.6630165729315]], ""type"": ""MultiPoint""}",43.6630165729315,-79.3278651066763,leslieville,0.6000000000000001
409,715,570,NORTH KEELESDALE PARK,Park,"Ball Diamond, Washroom",415 Black Creek Dr,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=715,"{""coordinates"": [[-79.4824739306051, 43.6908245091908]], ""type"": ""MultiPoint""}",43.6908245091908,-79.4824739306051,other,0.7
410,2548,891,ROSEMOUNT GARDENS PARKETTE,Park,Playground,255 Queenslea Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2548,"{""coordinates"": [[-79.527590313357, 43.7067738347365]], ""type"": ""MultiPoint""}",43.7067738347365,-79.527590313357,other,0.6000000000000001
411,95,1304,FIONA NELSON PARKETTE,Park,,45 Imperial St,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=95,"{""coordinates"": [[-79.3982922510914, 43.6991644603823]], ""type"": ""MultiPoint""}",43.6991644603823,-79.3982922510914,other,0.5
412,391,1537,THE MISSION GROUND PARKETTE,Park,,399 Merton St,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=391,"{""coordinates"": [[-79.384442223364, 43.6982533027719]], ""type"": ""MultiPoint""}",43.6982533027719,-79.384442223364,other,0.5
413,2344,1377,KILDONAN PARK,Park,,66 Norwood Rd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2344,"{""coordinates"": [[-79.303728205078, 43.6847564395481]], ""type"": ""MultiPoint""}",43.6847564395481,-79.303728205078,other,0.42307946815723113
414,210,889,ROSEDALE PARK,Park,"Ball Diamond, Outdoor Dry Pad, Outdoor Ping Pong/Table Tennis, Playground, Sports Field, Tennis Court, Washroom",20 Scholfield Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=210,"{""coordinates"": [[-79.3789306793129, 43.6827794633922]], ""type"": ""MultiPoint""}",43.6827794633922,-79.3789306793129,other,0.8999999999999999
415,2096,1324,GLADHURST PARK,Park,,2 Elhurst Crt,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2096,"{""coordinates"": [[-79.4913022539355, 43.6848460558872]], ""type"": ""MultiPoint""}",43.6848460558872,-79.4913022539355,other,0.5
416,2570,1485,ROSE VALLEY PARK,Park,,70 Black Creek Blvd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2570,"{""coordinates"": [[-79.5009750671499, 43.675915233987]], ""type"": ""MultiPoint""}",43.675915233987,-79.5009750671499,other,0.43406499987626773
417,980,182,CHARLES SAURIOL CONSERVATION AREA,Park,"Outdoor Fitness Equipment, Playground",1191 Lawrence Ave E,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=980,"{""coordinates"": [[-79.3221874628573, 43.7249630886082]], ""type"": ""MultiPoint""}",43.7249630886082,-79.3221874628573,other,0.7
418,448,153,PHIL GIVENS PARK,Park,Playground,99 Caribou Rd,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=448,"{""coordinates"": [[-79.4208601838189, 43.7191672971643]], ""type"": ""MultiPoint""}",43.7191672971643,-79.4208601838189,other,0.6000000000000001
419,319,1077,VILLAGE OF YORKVILLE PARK,Park,,115 Cumberland St,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=319,"{""coordinates"": [[-79.3918046096295, 43.6699698590959]], ""type"": ""MultiPoint""}",43.6699698590959,-79.3918046096295,bloor,0.8999999999999999
420,873,1102,WEST DEANE PARK,Park,"Ball Diamond, Outdoor Ping Pong/Table Tennis, Picnic Site, Playground, Tennis Court, Washroom",19 Sedgebrook Cres,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=873,"{""coordinates"": [[-79.5634940064006, 43.6639989620464]], ""type"": ""MultiPoint""}",43.6639989620464,-79.5634940064006,other,0.8999999999999999
421,2175,130,BRISTOL AVENUE PARKETTE WEST,Park,Playground,30 Bristol Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2175,"{""coordinates"": [[-79.4387998452995, 43.6705808906291]], ""type"": ""MultiPoint""}",43.6705808906291,-79.4387998452995,other,0.5124189062164975
422,1059,306,DUNN AVENUE PARKETTE,Park,,225 Dunn Ave,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1059,"{""coordinates"": [[-79.4334717108104, 43.6394939983686]], ""type"": ""MultiPoint""}",43.6394939983686,-79.4334717108104,other,0.38798967008171104
423,867,895,ROTARY PEACE PARK,Park,"Ball Diamond, Pickleball Court, Playground, Tennis Court, Washroom",25 Eleventh St,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=867,"{""coordinates"": [[-79.5068692870492, 43.5947627654434]], ""type"": ""MultiPoint""}",43.5947627654434,-79.5068692870492,other,0.8799104213174471
